SEP=,
NAME,KIND,LOCATION,CUSTOM DOMAIN NAME,PRICING TIER,STATUS,CREATED DATE,
"omicron-alvr","QnAMaker","West US","omicron-alvr","F0","Succeeded","2021-12-05T17:15:17.2916243Z"
